hgnc_symbol,ensembl_gene_id,ensembl_transcript_id,transcript_biotype,mirbase_id,log2FoldChange,pvalue,padj
PKM,ENSG00000067225,ENST00000567118,nonsense_mediated_decay,NA,-0.916685366,4.30775956354066e-05,0.004305871
ARPC5,ENSG00000162704,ENST00000462965,processed_transcript,NA,-0.394395212,4.35530521322377e-05,0.004347441
STARD7-AS1,ENSG00000204685,ENST00000659123,lncRNA,NA,4.177186013,4.38750482822978e-05,0.004372816
MTRR,ENSG00000124275,ENST00000440940,protein_coding,NA,-6.375023911,4.39271187600738e-05,0.004372816
TIA1,ENSG00000116001,ENST00000454815,protein_coding,,2.105793407,4.40015872466037e-05,0.004374261
NCOR2,ENSG00000196498,ENST00000404121,protein_coding,,0.841360417,4.41173939281607e-05,0.004379807
SHFL,ENSG00000130813,ENST00000253110,protein_coding,NA,6.369212739,4.45447500167829e-05,0.004416225
BCOR,ENSG00000183337,ENST00000378455,protein_coding,,-6.420646148,4.50283924943179e-05,0.004458116
DRAM2,ENSG00000156171,ENST00000480600,processed_transcript,NA,4.584955324,4.57557838798556e-05,0.004523995
IGBP1,ENSG00000089289,ENST00000342206,protein_coding,,1.937714618,4.6388766322717e-05,0.004580373
NAXD,ENSG00000213995,ENST00000424185,protein_coding,NA,6.420640313,4.64730213594593e-05,0.004582491
CEP290,ENSG00000198707,ENST00000675894,retained_intron,NA,-5.42625512,4.65568010074142e-05,0.004584557
ECSIT,ENSG00000130159,ENST00000690346,protein_coding,NA,-6.398015275,4.67005605861369e-05,0.004592516
SLC25A36,ENSG00000114120,ENST00000324194,protein_coding,,6.431823901,4.69682684461892e-05,0.004612625
ZNF213,ENSG00000085644,ENST00000576863,nonsense_mediated_decay,,5.297668869,4.72174410009558e-05,0.004630863
BRPF1,ENSG00000156983,ENST00000683639,protein_coding,NA,-6.431829709,4.74084161486584e-05,0.004643352
SAMHD1,ENSG00000101347,ENST00000683766,nonsense_mediated_decay,NA,6.3750181,4.798637740894e-05,0.004692303
B4GALT2,ENSG00000117411,ENST00000372324,protein_coding,NA,6.339829041,4.80801568834528e-05,0.004692303
GJA1,ENSG00000152661,ENST00000647564,protein_coding,NA,-6.339834579,4.81011190379723e-05,0.004692303
DMAC2,ENSG00000105341,ENST00000417807,protein_coding,NA,-6.36338913,4.82286918739174e-05,0.004693682
AGK,ENSG00000006530,ENST00000650547,protein_coding,NA,-6.43738916,4.82439080953075e-05,0.004693682
POLI,ENSG00000101751,ENST00000217800,protein_coding,NA,6.339829022,4.84248277147929e-05,0.00470501
HPSE,ENSG00000173083,ENST00000311412,protein_coding,,-6.369218151,4.86274186608232e-05,0.004714328
ANAPC13,ENSG00000129055,ENST00000510994,protein_coding,NA,-1.127688188,4.86499450738725e-05,0.004714328
CETN2,ENSG00000147400,ENST00000370277,protein_coding,NA,0.562851693,4.94541776891858e-05,0.004785905
CCND1,ENSG00000110092,ENST00000545484,retained_intron,NA,-0.815499116,4.96322401007624e-05,0.004796775
DDX58,ENSG00000107201,ENST00000680733,nonsense_mediated_decay,NA,-0.549782287,4.98631870361103e-05,0.004812721
MARVELD2,ENSG00000152939,ENST00000436532,protein_coding,NA,4.459425005,5.01466139573093e-05,0.004833683
AMMECR1,ENSG00000101935,ENST00000372059,protein_coding,NA,5.222381183,5.04115927825245e-05,0.004852814
PSMA4,ENSG00000041357,ENST00000560217,protein_coding,NA,1.054732403,5.05847790646328e-05,0.00486307
SLC16A5,ENSG00000170190,ENST00000580123,protein_coding,,5.044384086,5.0896818411273e-05,0.00488663
LLGL2,ENSG00000073350,ENST00000577211,retained_intron,,4.754879264,5.1004360471512e-05,0.004890521
STARD3,ENSG00000131748,ENST00000488876,retained_intron,NA,-5.906878034,5.10957205599049e-05,0.004892851
C21orf91,ENSG00000154642,ENST00000284881,protein_coding,,-0.725492914,5.13040715834871e-05,0.004906364
CRLF3,ENSG00000176390,ENST00000324238,protein_coding,,0.486610745,5.17770448240011e-05,0.004945114
ANKRD42,ENSG00000137494,ENST00000393389,protein_coding,,0.670162094,5.20250312033494e-05,0.004962304
GPS1,ENSG00000169727,ENST00000583885,protein_coding,,6.309834401,5.21706970886467e-05,0.004966447
MBTD1,ENSG00000011258,ENST00000376381,protein_coding,,-4.564778806,5.22629412698884e-05,0.004966447
KHDRBS3,ENSG00000131773,ENST00000355849,protein_coding,,-0.551759356,5.22726610492827e-05,0.004966447
SMPD1,ENSG00000166311,ENST00000533123,nonsense_mediated_decay,NA,5.594932438,5.23426063902044e-05,0.004966626
,ENSG00000272410,ENST00000437082,nonsense_mediated_decay,NA,1.537779786,5.25264147984357e-05,0.004977594
GON4L,ENSG00000116580,ENST00000622608,protein_coding,,-6.315888891,5.28534619768085e-05,0.00500209
SERPINB6,ENSG00000124570,ENST00000644388,protein_coding,,-6.380805867,5.34509467702268e-05,0.005052084
SCRN1,ENSG00000136193,ENST00000242059,protein_coding,NA,-0.430491567,5.36587882106383e-05,0.00505892
NUS1,ENSG00000153989,ENST00000368494,protein_coding,NA,-0.500882371,5.36619396511343e-05,0.00505892
ABCA1,ENSG00000165029,ENST00000678995,protein_coding,NA,6.35165405,5.37385271094797e-05,0.005059604
DHX35,ENSG00000101452,ENST00000373323,protein_coding,NA,4.604854604,5.40802640519019e-05,0.005079516
IDE,ENSG00000119912,ENST00000678844,nonsense_mediated_decay,NA,6.303759854,5.40892472272195e-05,0.005079516
AIFM1,ENSG00000156709,ENST00000675092,protein_coding,NA,-4.544314753,5.45517828810579e-05,0.005116368
NBPF19,ENSG00000271383,ENST00000369227,protein_coding,NA,-6.291539144,5.47836791414141e-05,0.005131522
SULT1A3,ENSG00000261052,ENST00000338971,protein_coding,,-6.29153914,5.48914891719337e-05,0.005135028
PAM,ENSG00000145730,ENST00000455264,protein_coding,,6.285381446,5.56022231793807e-05,0.005194857
RNF144B,ENSG00000137393,ENST00000259939,protein_coding,NA,-0.756197806,5.57938296750728e-05,0.005206092
GSTM4,ENSG00000168765,ENST00000336075,protein_coding,,-5.15649603,5.65269976129475e-05,0.00526212
SSR2,ENSG00000163479,ENST00000480567,protein_coding,NA,-0.6068173,5.65385163773188e-05,0.00526212
TEDC2,ENSG00000162062,ENST00000569994,retained_intron,,-6.291539084,5.66563621315193e-05,0.005266371
ADAM9,ENSG00000168615,ENST00000468065,nonsense_mediated_decay,NA,-6.533961357,5.68749114633112e-05,0.00527996
ZNF385A,ENSG00000161642,ENST00000550779,nonsense_mediated_decay,NA,-6.279208362,5.69782688798155e-05,0.005282834
WIPF1,ENSG00000115935,ENST00000392547,protein_coding,,-6.285386888,5.70956218099204e-05,0.005286997
B4GAT1,ENSG00000174684,ENST00000311181,protein_coding,,0.565088636,5.73453784124996e-05,0.005303394
ADAM15,ENSG00000143537,ENST00000368412,protein_coding,NA,6.327905517,5.75113014460991e-05,0.005311559
ERGIC1,ENSG00000113719,ENST00000685391,nonsense_mediated_decay,NA,6.36921204,5.75792604175152e-05,0.005311559
KLHL20,ENSG00000076321,ENST00000488983,processed_transcript,NA,-4.857973909,5.78692908204942e-05,0.005331574
SNX19,ENSG00000120451,ENST00000534726,protein_coding,NA,1.226067619,5.97654303444983e-05,0.005499324
MORF4L2,ENSG00000123562,ENST00000433176,protein_coding,NA,-0.370352901,6.08634926256701e-05,0.005587922
POLDIP3,ENSG00000100227,ENST00000451060,protein_coding,NA,-0.953049754,6.08814568288728e-05,0.005587922
SHLD2,ENSG00000122376,ENST00000298786,protein_coding,,-0.415630056,6.1082152454445e-05,0.0055993
SIPA1L2,ENSG00000116991,ENST00000675685,protein_coding,NA,-6.247912323,6.14831453606039e-05,0.005628986
EFHD1,ENSG00000115468,ENST00000410095,protein_coding,,6.321906638,6.18937696648115e-05,0.005659479
TRIM52,ENSG00000183718,ENST00000514805,processed_transcript,,4.564777226,6.28661398493481e-05,0.005741197
ZNF367,ENSG00000165244,ENST00000375256,protein_coding,NA,0.7182641,6.31869992041656e-05,0.005763286
UBE2V1,ENSG00000244687,ENST00000371657,protein_coding,NA,6.235195854,6.3706603902716e-05,0.005803425
ULK4,ENSG00000168038,ENST00000301831,protein_coding,,1.14660946,6.38020937834238e-05,0.00580409
CBLL1-AS1,ENSG00000241764,ENST00000653575,lncRNA,NA,-4.624484678,6.38729894898705e-05,0.00580409
NPRL3,ENSG00000103148,ENST00000457916,nonsense_mediated_decay,,-6.247912247,6.41649345332471e-05,0.005823367
ADPRHL1,ENSG00000153531,ENST00000356501,protein_coding,,6.321906529,6.43502530685391e-05,0.005832931
CALCOCO1,ENSG00000012822,ENST00000430117,protein_coding,NA,-0.719548642,6.46231225993321e-05,0.005850397
PDCD4,ENSG00000150593,ENST00000467574,processed_transcript,NA,-6.339834035,6.47400689235573e-05,0.005853722
TKFC,ENSG00000149476,ENST00000534084,protein_coding,NA,-4.807347957,6.51341605699491e-05,0.005882066
EIF2AK3,ENSG00000172071,ENST00000470706,processed_transcript,NA,4.736957162,6.60038154901408e-05,0.005953234
FBXO44,ENSG00000132879,ENST00000376768,protein_coding,,-4.502494603,6.64169977401747e-05,0.005983106
MAGED4B,ENSG00000187243,ENST00000485287,protein_coding,NA,-6.215922293,6.681331576411e-05,0.006011386
KAT2A,ENSG00000108773,ENST00000588759,nonsense_mediated_decay,,4.643848273,6.76866373856578e-05,0.006082461
FBXL2,ENSG00000153558,ENST00000497411,retained_intron,NA,4.624483041,6.87971112998529e-05,0.006174647
LIMCH1,ENSG00000064042,ENST00000511496,protein_coding,NA,1.060939515,6.96470882053877e-05,0.006243254
WASHC5,ENSG00000164961,ENST00000517845,protein_coding,,-6.222377181,7.01055921331405e-05,0.006276644
NOMO3,ENSG00000103226,ENST00000677781,nonsense_mediated_decay,NA,6.345752735,7.08170634180536e-05,0.006332049
LAMB1,ENSG00000091136,ENST00000678232,retained_intron,NA,-1.874469409,7.09840841186047e-05,0.006332049
ERC1,ENSG00000082805,ENST00000397203,protein_coding,,-6.266770949,7.09847611744682e-05,0.006332049
GFOD1,ENSG00000145990,ENST00000612338,protein_coding,,4.736957057,7.20344675529335e-05,0.00641784
MAP3K14,ENSG00000006062,ENST00000376926,protein_coding,,0.627175051,7.2471840273555e-05,0.006448933
PPIG,ENSG00000138398,ENST00000409714,protein_coding,,0.581379833,7.28923323348836e-05,0.00647845
HMGA2,ENSG00000149948,ENST00000403681,protein_coding,,-0.662068637,7.31598080656333e-05,0.006494312
SMN1,ENSG00000172062,ENST00000506239,nonsense_mediated_decay,NA,6.285380678,7.34177084475351e-05,0.006509287
SYTL2,ENSG00000137501,ENST00000528231,protein_coding,NA,-6.215922113,7.37742726012666e-05,0.006532963
TMEM154,ENSG00000170006,ENST00000304385,protein_coding,,-0.581435209,7.40309756336013e-05,0.006547748
TBC1D20,ENSG00000125875,ENST00000461304,nonsense_mediated_decay,,6.176568335,7.41235521953656e-05,0.006547999
LSR,ENSG00000105699,ENST00000605618,protein_coding,,-6.189809446,7.45231921492248e-05,0.006575343
ACOT9,ENSG00000123130,ENST00000336430,protein_coding,,-2.206450971,7.51866503360524e-05,0.006625869
ZNF827,ENSG00000151612,ENST00000652097,protein_coding,NA,6.169904616,7.57593040538849e-05,0.006668281
GRK2,ENSG00000173020,ENST00000308595,protein_coding,,0.425117438,7.66211550019218e-05,0.006721951
HDAC11,ENSG00000163517,ENST00000295757,protein_coding,,6.453932918,7.66518513746087e-05,0.006721951
SNHG5,ENSG00000203875,ENST00000661360,lncRNA,NA,6.183201263,7.6737544884716e-05,0.006721951
TANGO2,ENSG00000183597,ENST00000399807,nonsense_mediated_decay,,6.183201263,7.6737544884716e-05,0.006721951
ERGIC1,ENSG00000113719,ENST00000686955,nonsense_mediated_decay,NA,-4.700433074,7.70352661041209e-05,0.006735374
DDAH1,ENSG00000153904,ENST00000284031,protein_coding,,-0.486732851,7.70753930057758e-05,0.006735374
C8orf33,ENSG00000182307,ENST00000530455,retained_intron,NA,-0.592985017,7.79559170332389e-05,0.006804171
,ENSG00000274333,ENST00000623050,lncRNA,,-6.156489512,7.89100252428673e-05,0.00687922
CCNL2,ENSG00000221978,ENST00000482365,retained_intron,NA,6.285380465,7.90874387999139e-05,0.006886459
THOC7,ENSG00000163634,ENST00000473141,processed_transcript,NA,-6.25422558,7.93135705667889e-05,0.006897917
APC,ENSG00000134982,ENST00000257430,protein_coding,NA,-6.149732175,7.98120740804619e-05,0.006933009
KRAS,ENSG00000133703,ENST00000557334,protein_coding,NA,-4.481120905,8.01571593499148e-05,0.00694494
STYX,ENSG00000198252,ENST00000354586,protein_coding,,-0.453328958,8.01990501499162e-05,0.00694494
HCG18,ENSG00000231074,ENST00000412685,lncRNA,,-6.149732165,8.0234960221519e-05,0.00694494
EIF3I,ENSG00000084623,ENST00000678889,retained_intron,NA,6.149726754,8.13322473601257e-05,0.007031578
ZDHHC17,ENSG00000186908,ENST00000426126,protein_coding,NA,-0.323967797,8.16608991825182e-05,0.007051636
IQCJ-SCHIP1,ENSG00000283154,ENST00000412423,protein_coding,,6.272996764,8.22227910656105e-05,0.007091764
PNMA8A,ENSG00000182013,ENST00000313683,protein_coding,,-0.486472699,8.28196686770286e-05,0.007134812
PKM,ENSG00000067225,ENST00000389093,protein_coding,,-0.432988548,8.29312178704373e-05,0.007135997
POMK,ENSG00000185900,ENST00000676193,protein_coding,NA,-0.68815403,8.38532325130214e-05,0.007206835
NAPRT,ENSG00000147813,ENST00000340490,non_stop_decay,,6.142937564,8.4264221326689e-05,0.007233637
STYXL1,ENSG00000127952,ENST00000248600,protein_coding,NA,6.136116349,8.49163176570779e-05,0.007278579
PLEC,ENSG00000178209,ENST00000693060,protein_coding,NA,6.183200979,8.49872430511267e-05,0.007278579
XKR8,ENSG00000158156,ENST00000675359,nonsense_mediated_decay,NA,5.073238005,8.51099140641522e-05,0.00728054
UBR4,ENSG00000127481,ENST00000419533,retained_intron,NA,1.666955114,8.56837267432276e-05,0.007321042
WDR90,ENSG00000161996,ENST00000546516,retained_intron,NA,6.202918925,8.7278928135887e-05,0.007443811
COPB2,ENSG00000184432,ENST00000503326,protein_coding,NA,6.183200903,8.73246122823548e-05,0.007443811
SLC4A2,ENSG00000164889,ENST00000482950,protein_coding,NA,-6.122381714,8.77198223514168e-05,0.007466269
SDHAP4,ENSG00000214135,ENST00000690701,processed_transcript,NA,-4.954188406,8.77927145951472e-05,0.007466269
BRCC3,ENSG00000185515,ENST00000369459,protein_coding,NA,6.321905603,8.85217328554753e-05,0.007513732
UBA5,ENSG00000081307,ENST00000468227,retained_intron,NA,1.182591037,8.85567597400607e-05,0.007513732
SYTL3,ENSG00000164674,ENST00000367081,protein_coding,NA,-4.874461614,8.87221905338404e-05,0.007519025
NNT,ENSG00000112992,ENST00000671668,protein_coding,NA,-6.247911632,8.89751245114144e-05,0.007531713
SPTAN1,ENSG00000197694,ENST00000630866,protein_coding,,-6.189809101,8.97075302108898e-05,0.007584912
CCT3,ENSG00000163468,ENST00000368258,nonsense_mediated_decay,NA,6.149726478,8.9883905653043e-05,0.007591029
GLT8D1,ENSG00000016864,ENST00000478968,protein_coding,NA,6.285380072,9.039419428826e-05,0.007625299
FAM20C,ENSG00000177706,ENST00000515795,retained_intron,,0.727324456,9.36236380847569e-05,0.007888602
FLII,ENSG00000177731,ENST00000478416,retained_intron,NA,4.754878512,9.47290503374947e-05,0.007972537
SCAMP4,ENSG00000227500,ENST00000414057,protein_coding,,6.080353337,9.57799527156156e-05,0.008051695
ABCB6,ENSG00000115657,ENST00000295750,protein_coding,,6.202918642,9.62454344304956e-05,0.008075889
SP110,ENSG00000135899,ENST00000477068,retained_intron,NA,4.62448265,9.62890999524508e-05,0.008075889
PRIMPOL,ENSG00000164306,ENST00000512834,protein_coding,NA,5.044383151,9.65659405555284e-05,0.008089809
CTSB,ENSG00000164733,ENST00000527243,protein_coding,NA,-6.209437597,9.75901119552605e-05,0.008166233
MTRR,ENSG00000124275,ENST00000508890,retained_intron,NA,-4.415031827,9.8087945956469e-05,0.008198489
ITGB2-AS1,ENSG00000227039,ENST00000688119,lncRNA,NA,6.073228897,9.86228858537025e-05,0.00823377
CCDC113,ENSG00000103021,ENST00000219299,protein_coding,NA,4.369226997,9.89612963115161e-05,0.00825258
CERS2,ENSG00000143418,ENST00000271688,protein_coding,NA,-6.101523035,9.91698989189627e-05,0.008260536
TACO1,ENSG00000136463,ENST00000684587,protein_coding,NA,-4.772582334,9.93747054516954e-05,0.008267977
PRKAA1,ENSG00000132356,ENST00000506652,retained_intron,NA,6.122375998,9.94858589447342e-05,0.008267977
MARK3,ENSG00000075413,ENST00000678619,protein_coding,NA,2.6651303,0.000100019,0.008302835
ERCC1,ENSG00000012061,ENST00000589165,protein_coding,,-0.74641442,0.000100248,0.008312396
RARS2,ENSG00000146282,ENST00000691238,nonsense_mediated_decay,NA,-6.058878984,0.000100615,0.008333327
ASAH1,ENSG00000104763,ENST00000636691,protein_coding,,-6.108509385,0.000100732,0.008333577
PTPA,ENSG00000119383,ENST00000453358,protein_coding,NA,-6.058878979,0.000100879,0.008336284
MAN1B1,ENSG00000177239,ENST00000535144,protein_coding,NA,-6.058878976,0.000101011,0.008337787
RC3H2,ENSG00000056586,ENST00000498479,nonsense_mediated_decay,NA,6.149726117,0.00010203,0.008412349
KMT2C,ENSG00000055609,ENST00000684768,processed_transcript,NA,-6.051647431,0.000102628,0.008452065
CD2BP2-DT,ENSG00000260219,ENST00000686914,lncRNA,NA,-3.681821335,0.000102784,0.0084554
STUB1,ENSG00000103266,ENST00000564316,protein_coding,NA,-6.058878939,0.000103055,0.00846819
ZNF33A,ENSG00000189180,ENST00000458705,protein_coding,,6.066069047,0.000103551,0.008496281
RNF141,ENSG00000110315,ENST00000265981,protein_coding,NA,0.483979149,0.00010363,0.008496281
FANCL,ENSG00000115392,ENST00000233741,protein_coding,NA,-6.06607437,0.000104085,0.008524028
MACF1,ENSG00000127603,ENST00000687997,retained_intron,NA,-6.044379446,0.000104726,0.008566854
B9D1,ENSG00000108641,ENST00000675510,protein_coding,NA,-4.321922722,0.00010602,0.00866304
FAM219B,ENSG00000178761,ENST00000563069,nonsense_mediated_decay,NA,-4.772582272,0.000106979,0.008731617
ANAPC10,ENSG00000164162,ENST00000451299,protein_coding,NA,6.136115683,0.000107497,0.008764055
CTSB,ENSG00000164733,ENST00000678615,protein_coding,NA,4.906880422,0.000107866,0.008778474
PRR14,ENSG00000156858,ENST00000567322,retained_intron,NA,4.029740548,0.000107914,0.008778474
H3-3A,ENSG00000163041,ENST00000661429,protein_coding,NA,6.03706927,0.000111784,0.009083102
RAP1B,ENSG00000127314,ENST00000393436,protein_coding,,-0.518666763,0.000112632,0.009141862
,ENSG00000260290,ENST00000566277,processed_pseudogene,NA,0.570222736,0.000113085,0.009168438
ITGB3,ENSG00000259207,ENST00000559488,protein_coding,NA,-0.723214742,0.000113546,0.009195571
ASPH,ENSG00000198363,ENST00000518068,protein_coding,,0.386973331,0.000114046,0.009223303
DTX2,ENSG00000091073,ENST00000413936,protein_coding,,-0.788317345,0.000114141,0.009223303
FJX1,ENSG00000179431,ENST00000532914,processed_transcript,NA,6.129261894,0.000114844,0.009266787
MAGT1,ENSG00000102158,ENST00000689137,nonsense_mediated_decay,NA,6.007474724,0.000114933,0.009266787
CEBPG,ENSG00000153879,ENST00000585933,protein_coding,,1.796745653,0.000115893,0.009333859
GUSB,ENSG00000169919,ENST00000430730,nonsense_mediated_decay,NA,6.007474685,0.000116542,0.009375751
PLAU,ENSG00000122861,ENST00000446342,protein_coding,NA,-0.76388075,0.000116962,0.00939918
CEP120,ENSG00000168944,ENST00000675283,retained_intron,NA,5.999980212,0.000117178,0.009406232
PPIL2,ENSG00000100023,ENST00000679540,protein_coding,NA,6.022347763,0.000118226,0.009479875
PPP1R7,ENSG00000115685,ENST00000423280,protein_coding,NA,-6.037074467,0.000118557,0.009496025
OTUB2,ENSG00000089723,ENST00000203664,protein_coding,NA,-0.536930851,0.000118912,0.00950441
EEF1D,ENSG00000104529,ENST00000534380,protein_coding,NA,-6.051647155,0.000118922,0.00950441
DNMT1,ENSG00000130816,ENST00000676604,processed_transcript,NA,-0.903112261,0.000119465,0.009537366
RBIS,ENSG00000176731,ENST00000615697,protein_coding,,-5.999985395,0.00012021,0.009586292
EIF4G3,ENSG00000075151,ENST00000688741,protein_coding,NA,6.007474584,0.000120833,0.00962545
MOGS,ENSG00000115275,ENST00000414701,protein_coding,NA,5.999980105,0.000121772,0.00968968
WDR90,ENSG00000161996,ENST00000551100,protein_coding,NA,4.564776468,0.000122142,0.009708523
PPP1R21,ENSG00000162869,ENST00000281394,protein_coding,,6.022347665,0.000122413,0.009715001
EFTUD2,ENSG00000108883,ENST00000591382,protein_coding,,-5.984878578,0.000122489,0.009715001
KLHDC10,ENSG00000128607,ENST00000335420,protein_coding,,-0.45929771,0.00012276,0.009725897
MMS19,ENSG00000155229,ENST00000434538,protein_coding,NA,6.087441966,0.000123398,0.00976098
IQCE,ENSG00000106012,ENST00000325979,protein_coding,,-4.624484154,0.00012358,0.00976098
ALG13,ENSG00000101901,ENST00000621367,protein_coding,,-6.129267392,0.000123604,0.00976098
SLC44A1,ENSG00000070214,ENST00000374724,protein_coding,NA,0.756801439,0.000123878,0.00977202
SPECC1L,ENSG00000100014,ENST00000421374,protein_coding,NA,6.10151696,0.000124908,0.009842647
SLC4A3,ENSG00000114923,ENST00000358055,protein_coding,,-5.977265407,0.000125294,0.00986244
CAV1,ENSG00000105974,ENST00000393467,protein_coding,,-0.493874603,0.000125475,0.00986598
CIT,ENSG00000122966,ENST00000612548,protein_coding,,5.992446421,0.000125796,0.009880568
GPX4,ENSG00000167468,ENST00000589115,protein_coding,,2.556945911,0.000127553,0.010007856
CHEK2,ENSG00000183765,ENST00000398017,protein_coding,,4.643847489,0.000128909,0.010103336
IFITM3,ENSG00000142089,ENST00000602735,protein_coding,,-0.807017753,0.000129655,0.010150941
DHX35,ENSG00000101452,ENST00000484417,nonsense_mediated_decay,NA,-5.99998524,0.000130539,0.010209191
ANKRD40,ENSG00000154945,ENST00000285243,protein_coding,,-0.392506442,0.000131017,0.010229412
PYGB,ENSG00000100994,ENST00000428458,protein_coding,NA,3.710487747,0.000131181,0.010229412
DBNDD2,ENSG00000244274,ENST00000357275,protein_coding,,-6.260510857,0.000131218,0.010229412
IL17RC,ENSG00000163702,ENST00000413608,protein_coding,,5.977260033,0.000132463,0.010304474
TCF12,ENSG00000140262,ENST00000343827,protein_coding,,5.977260033,0.000132463,0.010304474
GORAB,ENSG00000120370,ENST00000690124,processed_transcript,NA,-5.961917445,0.000132903,0.01032769
BMP4,ENSG00000125378,ENST00000245451,protein_coding,NA,0.319398702,0.000133103,0.010332227
KIF27,ENSG00000165115,ENST00000334204,protein_coding,,5.954176644,0.00013344,0.010347368
SIRT5,ENSG00000124523,ENST00000680432,protein_coding,NA,-5.977265266,0.000135057,0.010461584
DMAP1,ENSG00000178028,ENST00000446292,protein_coding,NA,-6.10850881,0.000135237,0.01046444
THUMPD3-AS1,ENSG00000206573,ENST00000481221,lncRNA,NA,5.984873062,0.000135971,0.010510065
MTO1,ENSG00000135297,ENST00000370308,retained_intron,NA,-6.037074193,0.000136728,0.01055746
CXCR4,ENSG00000121966,ENST00000409817,protein_coding,,2.081940053,0.000138434,0.010677878
SPOCK3,ENSG00000196104,ENST00000504953,protein_coding,NA,5.930717783,0.000140068,0.010792461
ZFAND2B,ENSG00000158552,ENST00000444522,protein_coding,NA,6.022347259,0.000140898,0.010826633
ACADVL,ENSG00000072778,ENST00000585203,retained_intron,,-5.946404447,0.000141068,0.010826633
SERBP1,ENSG00000142864,ENST00000370995,protein_coding,NA,-0.494073866,0.000141091,0.010826633
SBF1,ENSG00000100241,ENST00000685592,nonsense_mediated_decay,NA,-5.930722938,0.000141105,0.010826633
ANKRD13D,ENSG00000172932,ENST00000511455,protein_coding,NA,0.766296921,0.000141432,0.010840325
ALG9,ENSG00000086848,ENST00000613181,nonsense_mediated_decay,,5.977259837,0.000141871,0.010862551
USP53,ENSG00000145390,ENST00000274030,protein_coding,,-6.136120716,0.000142834,0.010908695
PARP8,ENSG00000151883,ENST00000515166,nonsense_mediated_decay,,6.136114828,0.000142838,0.010908695
CTSA,ENSG00000064601,ENST00000484855,retained_intron,NA,-5.961917307,0.000142974,0.010908695
TRIT1,ENSG00000043514,ENST00000537440,protein_coding,,6.315880336,0.000143158,0.010908695
MAGED4,ENSG00000154545,ENST00000599522,protein_coding,,5.922812606,0.000143221,0.010908695
KIAA1109,ENSG00000138688,ENST00000686075,retained_intron,NA,5.984872901,0.00014377,0.010939136
LCOR,ENSG00000196233,ENST00000371103,protein_coding,NA,-0.983658848,0.000144031,0.010947545
RAB3IP,ENSG00000127328,ENST00000417413,nonsense_mediated_decay,NA,-5.930722882,0.000145378,0.011037418
COPB2,ENSG00000184432,ENST00000510181,protein_coding,NA,-5.92281774,0.000145516,0.011037418
LAMC2,ENSG00000058085,ENST00000493293,protein_coding,NA,-0.576699967,0.000145832,0.011049882
RPS15AP1,ENSG00000214535,ENST00000457423,processed_pseudogene,,-5.029738518,0.000146413,0.011076356
KRIT1,ENSG00000001631,ENST00000394503,protein_coding,,-6.051646746,0.000146526,0.011076356
MACIR,ENSG00000181751,ENST00000319933,protein_coding,,-0.626625236,0.000146636,0.011076356
CRNDE,ENSG00000245694,ENST00000691307,lncRNA,NA,4.564776235,0.000146935,0.01108742
UBE3A,ENSG00000114062,ENST00000675593,retained_intron,NA,1.984231431,0.000148313,0.011179831
TMEM200B,ENSG00000253304,ENST00000521452,protein_coding,,0.690270079,0.000148836,0.011207722
CLGN,ENSG00000153132,ENST00000414773,protein_coding,NA,1.536051948,0.000149431,0.011238188
RPS4X,ENSG00000198034,ENST00000373626,processed_transcript,NA,0.348853722,0.000149549,0.011238188
ARL13B,ENSG00000169379,ENST00000471138,protein_coding,NA,5.90687109,0.000150555,0.011302179
SLC4A3,ENSG00000114923,ENST00000317151,protein_coding,,5.954176277,0.000151795,0.011383567
BSG-AS1,ENSG00000267751,ENST00000588908,lncRNA,,4.41502995,0.000153442,0.011495233
RPA2,ENSG00000117748,ENST00000373909,protein_coding,NA,5.898833784,0.000154426,0.011557111
LENG8-AS1,ENSG00000226696,ENST00000693322,lncRNA,NA,-4.41503148,0.000156044,0.01166619
TCTN1,ENSG00000204852,ENST00000552038,retained_intron,NA,1.74220132,0.000157869,0.011788345
UIMC1,ENSG00000087206,ENST00000377227,protein_coding,,-5.882628788,0.000158001,0.011788345
MED12,ENSG00000184634,ENST00000688079,retained_intron,NA,5.906870919,0.000159866,0.011915332
MED24,ENSG00000008838,ENST00000580517,protein_coding,,-5.882628753,0.000160927,0.011982145
RAB11FIP5,ENSG00000135631,ENST00000486777,protein_coding,NA,-0.372554216,0.000161368,0.012002748
ARL8B,ENSG00000134108,ENST00000455168,nonsense_mediated_decay,,-0.774176798,0.000162343,0.012062234
SSR1,ENSG00000124783,ENST00000483409,processed_transcript,NA,0.362690596,0.000162498,0.012062234
CRIP2,ENSG00000182809,ENST00000538259,protein_coding,,-4.984884393,0.00016314,0.012097559
OSCP1,ENSG00000116885,ENST00000235532,protein_coding,NA,1.543541796,0.000164513,0.012175724
C6orf62,ENSG00000112308,ENST00000378102,protein_coding,,-0.570701899,0.000164528,0.012175724
ARHGEF7,ENSG00000102606,ENST00000218789,protein_coding,NA,5.90687083,0.000164887,0.012189971
TLK1,ENSG00000198586,ENST00000409443,nonsense_mediated_decay,,5.866229274,0.000165102,0.012193451
MID1,ENSG00000101871,ENST00000413894,protein_coding,,-5.882628701,0.000165462,0.012207696
FGFR1,ENSG00000077782,ENST00000397103,protein_coding,,5.898833571,0.000166373,0.012262505
